,Melt analysis #,Rock type/Co-present phases,P_kbar,P GPa,P MPa,T ºC,T_K,Ref.,SiO2_Liq,TiO2_Liq,Al2O3_Liq,FeOt_Liq,MnO_Liq,MgO_Liq,CaO_Liq,Na2O_Liq,K2O_Liq,P2O5_Liq,Total,Amph,SiO2_Amp,TiO2_Amp,Al2O3_Amp,Cr2O3_Amp,FeOt_Amp,MgO_Amp,CaO_Amp,MnO_Amp,Na2O_Amp,K2O_Amp,F_Amp,Cl_Amp,SiO2_Amp_cat_prop,MgO_Amp_cat_prop,FeOt_Amp_cat_prop,CaO_Amp_cat_prop,Al2O3_Amp_cat_prop,Na2O_Amp_cat_prop,K2O_Amp_cat_prop,MnO_Amp_cat_prop,TiO2_Amp_cat_prop,Cr2O3_Amp_cat_prop,F_Amp_cat_prop,Cl_Amp_cat_prop,Si_Amp_13_cat,Mg_Amp_13_cat,Fet_Amp_13_cat,Ca_Amp_13_cat,Al_Amp_13_cat,Na_Amp_13_cat,K_Amp_13_cat,Mn_Amp_13_cat,Ti_Amp_13_cat,Cr_Amp_13_cat,F_Amp_13_cat,Cl_Amp_13_cat,cation_sum_Si_Mg,Si_T,Al_IV_T,Ti_T,Cr_C,Fe3_C,Mg_C,Fe2_C,Mn_C,Ca_B,Na_B,Na_A,K_A,Al_VI_C,Ti_C,Charge,Sum_input,H2O_calc,Fe3_calc,Fe2_calc,Fe2O3_calc,FeO_calc,"O=F,Cl",Total_recalc,Total,Fail Msg,Input_Check,Mgno_Fe2,Mgno_FeT,Na_calc,B_Sum,A_Sum,class,classification
66,85S52b-#14,liq+ol+amph+fl,2.0000000298023197,0.200000002980232,200.00000298023198,940,1213.15,"Sisson, T.W., Grove, T.L. (1993) Experimental investigations of the role of H2O on calc-alkaline differentiation and subduction zone magmatism. Contributions to Mineralogy and Petrology 113 143-166. ",56.2999992370606,1.0900000333786,18.6000003814697,7.25,0.129999995231628,3.08999991416931,7.21999979019165,4.09000015258789,1.94000005722046,0.300000011920929,100.00999957323077,85S52b-#14,41.4000015258789,2.57999992370605,13.1999998092651,,12.1000003814697,13.8999996185303,11.1999998092651,0.180000007152557,2.30999994277954,0.8299999833107,0.0,0.0,0.6890353759050479,0.34487891074162114,0.16841578350179132,0.1997182512039284,0.2589225254610116,0.07454137507154165,0.01762301572929986,0.0025374629199509005,0.03229117028844339,0.0,0.0,0.0,5.987281782716699,2.9967796890170657,1.4634266798823838,1.735425333624815,2.249873045765571,0.6477174215304674,0.15313286475890198,0.022048948495548278,0.28058985412273285,0.0,0.0,0.0,1.4960812288178662,5.987281782716699,2.012718217283301,0.0,0.0,0.9426827270165745,2.9967796890170657,0.5207439528658093,0.022048948495548278,1.735425333624815,0.2645746663751849,0.3831427551552825,0.15313286475890198,0.23715482848226976,0.28058985412273285,45.057317272983425,97.70000100135795,1.9564139146079786,0.9426827270165745,0.5207439528658093,8.662192202695145,4.305649278466581,-0.0,100.52425601565795,,,True,0.8519572273330726,0.6718926079100949,0.2645746663751849,2.0,0.5362756199141845,N/A,Mg-hastingsite
67,85S52b+An80#14,liq+plag+ol+amph+fl,2.0000000298023197,0.200000002980232,200.00000298023198,960,1233.15,"Sisson, T.W., Grove, T.L. (1993) Experimental investigations of the role of H2O on calc-alkaline differentiation and subduction zone magmatism. Contributions to Mineralogy and Petrology 113 143-166. ",56.5,1.03999996185303,18.7999992370605,6.82000017166138,0.170000001788139,3.26999998092651,7.42000007629395,3.6800000667572,2.03999996185303,0.360000014305115,100.09999947249885,85S52b+An80#14,42.4000015258789,2.75,12.6999998092651,,10.0,15.1000003814697,11.8000001907349,0.150000005960464,2.39000010490418,0.819999992847443,0.0,0.0,0.7056787418593785,0.37465264940129267,0.13918659354730953,0.21041745021728098,0.2491148539003168,0.07712289985008407,0.017410690436805414,0.0021145524332924145,0.03441888407719843,0.0,0.0,0.0,6.09489050825194,3.2358447849948266,1.202143408276942,1.8173585854672671,2.1515849471403925,0.6661042800107628,0.15037473228369413,0.018263219210652066,0.2972731321252462,0.0,0.0,0.0,1.5051662752187884,6.09489050825194,1.9051094917480604,0.0,0.0,0.612891588876245,3.2358447849948266,0.589251819400697,0.018263219210652066,1.8173585854672671,0.18264141453273286,0.48346286547802997,0.15037473228369413,0.24647545539233207,0.2972731321252462,45.387108411123755,98.11000201106069,1.9682943599014924,0.612891588876245,0.589251819400697,5.66598255122897,4.901676583206362,-0.0,100.64595550539751,,,True,0.845951127424188,0.7291242437058627,0.18264141453273286,2.0,0.6338375977617241,N/A,Mg-hastingsite
68,85S52b+An80#9,liq+plag+ol+amph+fl,2.0000000298023197,0.200000002980232,200.00000298023198,943,1216.15,"Sisson, T.W., Grove, T.L. (1993) Experimental investigations of the role of H2O on calc-alkaline differentiation and subduction zone magmatism. Contributions to Mineralogy and Petrology 113 143-166. ",57.0999984741211,0.699999988079071,19.1000003814697,6.90000009536743,0.159999996423721,2.79999995231628,6.59000015258789,4.17000007629394,2.13000011444092,0.389999985694885,100.03999921679495,85S52b+An80#9,42.0,2.61999988555908,13.1000003814697,,10.8000001907349,14.6000003814697,11.6999998092651,0.200000002980232,2.51999998092651,0.730000019073486,0.0,0.0,0.6990213700818854,0.36224693284710446,0.15032152368586837,0.2086342447130851,0.2569610023728622,0.08131786511323223,0.01549976153879688,0.002819403174369257,0.03279180812484768,0.0,0.0,0.0,6.04142211256109,3.130786445131947,1.2991817075396377,1.8031602371462,2.2208332223368488,0.7028047631559415,0.13395956991835892,0.02436721595487709,0.2834092964755972,0.0,0.0,0.0,1.5041620402869376,6.04142211256109,1.95857788743891,0.0,0.0,0.6864191522230811,3.130786445131947,0.6127625553165565,0.02436721595487709,1.8031602371462,0.1968397628537999,0.5059650003021416,0.13395956991835892,0.26225533489793884,0.2834092964755972,45.31358084777692,98.27000065147871,1.9669811296059954,0.6864191522230811,0.6127625553165565,6.3414870438285185,5.093849209766607,-0.0,100.87231784394493,,,True,0.8363150702066026,0.7067288831961153,0.1968397628537999,2.0,0.6399245702205005,N/A,Mg-hastingsite
69,82-66+NaOH#2,liq+cpx+amph+spn+ol+fl,2.0000000298023197,0.200000002980232,200.00000298023198,985,1258.15,"Sisson, T.W., Grove, T.L. (1993) Experimental investigations of the role of H2O on calc-alkaline differentiation and subduction zone magmatism. Contributions to Mineralogy and Petrology 113 143-166. ",54.7999992370606,0.620000004768372,20.1000003814697,6.57999992370606,0.159999996423721,3.3199999332428,7.63000011444092,5.55999994277954,0.939999997615814,0.280000001192093,99.98999953269961,82-66+NaOH#2,40.5999984741211,2.00999999046326,14.3999996185303,,11.0,14.8999996185303,11.8000001907349,0.140000000596046,3.01999998092651,0.319999992847443,0.0,0.0,0.6757206323500615,0.3696903438499975,0.15310525290204047,0.21041745021728098,0.2824609334653505,0.09745236228162797,0.006794415687614906,0.001973582201052286,0.025157075151609053,0.0,0.0,0.0,5.82476140268017,3.1867578740521045,1.3197785075021768,1.8138138511671904,2.434833959845174,0.8400465092265579,0.058568361474097205,0.017012423299442095,0.21685583262093422,0.0,0.0,0.0,1.5081078199201112,5.82476140268017,2.1752385973198303,0.0,0.0,0.9556889965175799,3.1867578740521045,0.36408951098459696,0.017012423299442095,1.8138138511671904,0.1861861488328096,0.6538603603937483,0.058568361474097205,0.25959536252534354,0.21685583262093422,45.04431100348242,98.18999786674986,1.9721409952801456,0.9556889965175799,0.36408951098459696,8.852298911400121,3.03458845409631,-0.0,101.04902622752644,,,True,0.8974640497029321,0.7071412730840992,0.1861861488328096,2.0,0.7124287218678454,N/A,Mg-hastingsite
70,82-66+NaOH#1,liq+cpx+amph+spn+fl,2.0000000298023197,0.200000002980232,200.00000298023198,965,1238.15,"Sisson, T.W., Grove, T.L. (1993) Experimental investigations of the role of H2O on calc-alkaline differentiation and subduction zone magmatism. Contributions to Mineralogy and Petrology 113 143-166. ",56.2000007629394,0.340000003576279,20.3999996185303,5.88000011444092,0.200000002980232,2.57999992370605,7.17999982833862,6.01999998092651,1.01999998092651,0.230000004172325,100.05000022053716,82-66+NaOH#1,42.0999984741211,1.61000001430511,13.6999998092651,,11.1000003814697,14.3000001907349,11.6000003814697,0.140000000596046,2.96000003814697,0.330000013113022,0.0,0.0,0.7006856812815575,0.35480349818218787,0.15449712414706038,0.20685105621479877,0.2687301970217063,0.09551622446786719,0.007006741612888626,0.001973582201052286,0.020150692311511054,0.0,0.0,0.0,6.0692073453159985,3.0732410477870915,1.338224978407614,1.7917048732450993,2.32769033140407,0.8273435387989417,0.06069107561309916,0.017094797155414225,0.17454149992981235,0.0,0.0,0.0,1.5008407751450754,6.0692073453159985,1.9307926546840015,0.0,0.0,0.71336761720206,3.0732410477870915,0.6248573612055539,0.017094797155414225,1.7917048732450993,0.2082951267549007,0.619048412044041,0.06069107561309916,0.3968976767200685,0.17454149992981235,45.28663238279794,97.83999930322166,1.9626379367281754,0.71336761720206,0.6248573612055539,6.5758985379712325,5.182922946184291,-0.0,100.46145834263565,,,True,0.8310327925059832,0.6966484677743384,0.2082951267549007,2.0,0.6797394876571402,N/A,Mg-hastingsite
71,82-66+NaOH#1A,liq+ol+plag+cpx+amph+spn+fl,2.0000000298023197,0.200000002980232,200.00000298023198,965,1238.15,"Sisson, T.W., Grove, T.L. (1993) Experimental investigations of the role of H2O on calc-alkaline differentiation and subduction zone magmatism. Contributions to Mineralogy and Petrology 113 143-166. ",55.4000015258789,0.600000023841858,19.8999996185303,6.80000019073486,0.170000001788139,3.64000010490418,7.67000007629395,4.6399998664856,1.01999998092651,0.25,100.09000138938428,82-66+NaOH#1A,41.2999992370606,1.75,13.6999998092651,,10.6999998092651,15.3999996185303,11.8000001907349,0.140000000596046,2.70000004768372,0.360000014305115,0.0,0.0,0.6873710012159742,0.38209606040418564,0.14892965244084708,0.21041745021728098,0.2687301970217063,0.08712628624804272,0.0076437181231512295,0.001973582201052286,0.021902926230944454,0.0,0.0,0.0,5.913833748091443,3.287384211777461,1.2813243548799023,1.8103379631683372,2.312034847945076,0.7495957365790256,0.065763144091944,0.01697982167500313,0.18844301563111449,0.0,0.0,0.0,1.51100341951471,5.913833748091443,2.0861662519085566,0.0,0.0,1.0473768176021636,3.287384211777461,0.23394753727773865,0.01697982167500313,1.8103379631683372,0.18966203683166283,0.5599336997473627,0.065763144091944,0.22586859603651943,0.18844301563111449,44.952623182397836,97.84999872744088,1.9759275485961594,1.0473768176021636,0.23394753727773865,9.720206621973738,1.9536338279345906,-0.0,100.79976691668028,,,True,0.9335627671716791,0.7195434254154305,0.18966203683166283,2.0,0.6256968438393067,N/A,Mg-hastingsite
72,1,"gl, amph, cpx",14.0,1.4,1400.0,1015,1288.15,"Tiepolo, M., Vannucci, R., Bottazzi, P., Oberti, R., Zanetti, A. and Foley, S. (2000) Partitioning of rare earth elements, Y, Th, U, and Pb between pargasite, kaersutite, and basanite to trachyte melts: Implications for percolated and veined mantle. Geochemistry, Geophysics, Geosystems 1(8) . 10.1029/2000GC000064",46.26,2.48,15.96,9.37,,4.39,6.37,1.37,1.93,,88.13000000000001,1,40.72,4.06,15.02,0.01,8.62,14.48,10.51,0.12,2.59,1.33,0.0,0.0,0.6777178616603421,0.3592695514092894,0.11997884363778079,0.18741418356247436,0.29462245368327106,0.08357669533228997,0.028239290832846757,0.0016916418794141281,0.05081478885579113,0.00013158743129491245,0.0,0.0,5.857050692108826,3.104920341895927,1.0368948627759056,1.6196922578613433,2.546219811927057,0.7222960599576038,0.2440528238579641,0.014619700617524068,0.43915737075015826,0.0011372199246018327,0.0,0.0,1.5042267285571835,5.857050692108826,2.1429493078911737,0.0,0.0011372199246018327,0.6544934428921252,3.104920341895927,0.3824014198837804,0.014619700617524068,1.6196922578613433,0.3803077421386567,0.3419883178189471,0.2440528238579641,0.40327050403588327,0.43915737075015826,45.345506557107875,97.46000000000002,1.9670657219593939,0.6544934428921252,0.3824014198837804,6.046801244472561,3.1790110624847268,-0.0,100.03287802891671,,,True,0.890345243139071,0.7496520700377163,0.3803077421386567,2.0,0.5860411416769112,N/A,Mg-hastingsite
73,3,"gl, amph, cpx",14.0,1.4,1400.0,1015,1288.15,"Tiepolo, M., Vannucci, R., Bottazzi, P., Oberti, R., Zanetti, A. and Foley, S. (2000) Partitioning of rare earth elements, Y, Th, U, and Pb between pargasite, kaersutite, and basanite to trachyte melts: Implications for percolated and veined mantle. Geochemistry, Geophysics, Geosystems 1(8) . 10.1029/2000GC000064",44.93,2.77,15.19,10.11,,5.15,6.61,1.79,1.59,,88.14000000000001,3,40.63,3.98,14.69,0.02,9.02,14.11,10.08,0.13,2.85,1.14,0.0,0.0,0.6762199587244524,0.3500893211591901,0.12554630737967318,0.1797464291445996,0.2881493904532125,0.09196663385985576,0.02420510642815436,0.001832612036031972,0.04981351222809082,0.0002631748625898249,0.0,0.0,5.892335504703773,3.0505513927377437,1.0939649960245272,1.5662452026560494,2.510829297657668,0.8013638978694123,0.21091451998958882,0.015968716727361193,0.43405688183063285,0.0022932103182944506,0.0,0.0,1.4919142768432407,5.892335504703773,2.107664495296227,0.0,0.0022932103182944506,0.6893238957841206,3.0505513927377437,0.40464110024040667,0.015968716727361193,1.5662452026560494,0.4337547973439506,0.3676091005254617,0.21091451998958882,0.40316480236144114,0.43405688183063285,45.31067610421588,96.64999999999998,1.9509648235642378,0.6893238957841206,0.40464110024040667,6.3164679415548,3.336361526586392,-0.0,99.23379429170541,,,True,0.8828889848936803,0.7360451996303405,0.4337547973439506,2.0,0.5785236205150506,N/A,Mg-hastingsite
74,16,"gl, amph, cpx, phl",14.0,1.4,1400.0,1075,1348.15,"Tiepolo, M., Vannucci, R., Bottazzi, P., Oberti, R., Zanetti, A. and Foley, S. (2000) Partitioning of rare earth elements, Y, Th, U, and Pb between pargasite, kaersutite, and basanite to trachyte melts: Implications for percolated and veined mantle. Geochemistry, Geophysics, Geosystems 1(8) . 10.1029/2000GC000064",41.53,5.39,13.22,8.01,,7.98,9.54,2.99,1.38,,90.04,16,43.44,3.86,12.35,0.01,4.82,18.17,11.32,0.01,2.62,1.55,0.0,0.0,0.7229878170561214,0.45082373957919814,0.06708793808980319,0.20185809304730826,0.24224948754916095,0.08454476516239372,0.03291045172249058,0.00014097015661784402,0.04831159728654034,0.00013158743129491245,0.0,0.0,6.136082972798491,3.8261943104783014,0.5693832522229708,1.7131934708285892,2.056000005328141,0.7175414048670501,0.27931488979129737,0.0011964303647848935,0.41002623074024314,0.001116798067069403,0.0,0.0,1.5317331371487366,6.136082972798491,1.8639170272015093,0.0,0.001116798067069403,0.42742155321180064,3.8261943104783014,0.14196169901117017,0.0011964303647848935,1.7131934708285892,0.2868065291714108,0.4307348756956393,0.27931488979129737,0.19208297812663178,0.41002623074024314,45.5725784467882,98.15,2.0030356408868095,0.42742155321180064,0.14196169901117017,4.021116156345785,1.201748359408867,-0.0,100.55590015664147,,,True,0.9642247687158262,0.8704645193718159,0.2868065291714108,2.0,0.7100497654869367,N/A,Mg-hastingsite
75,17,"gl, amph, cpx, ol",14.0,1.4,1400.0,975,1248.15,"Tiepolo, M., Vannucci, R., Bottazzi, P., Oberti, R., Zanetti, A. and Foley, S. (2000) Partitioning of rare earth elements, Y, Th, U, and Pb between pargasite, kaersutite, and basanite to trachyte melts: Implications for percolated and veined mantle. Geochemistry, Geophysics, Geosystems 1(8) . 10.1029/2000GC000064",53.2,0.44,19.42,9.25,,1.36,2.76,5.15,3.42,,95.00000000000001,17,38.7,2.94,15.16,,19.06,8.14,9.57,0.02,2.96,1.27,0.0,0.0,0.6440982624325944,0.2019650655021834,0.26528964730117194,0.17065211576525974,0.2973686017202656,0.09551622323690283,0.026965337862943896,0.00028194031323568804,0.036796916067986685,0.0,0.0,0.0,5.791447573642741,1.8159808165693114,2.385367534407373,1.5344285793491683,2.6738073479752575,0.8588397633921111,0.2424604282411744,0.0025350829807148853,0.3308616444246021,0.0,0.0,0.0,1.4458004333374377,5.791447573642741,2.208552426357259,0.0,0.0,0.9114168655584365,1.8159808165693114,1.4739506688489366,0.0025350829807148853,1.5344285793491683,0.4655714206508317,0.3932683427412794,0.2424604282411744,0.46525492161799864,0.3308616444246021,45.08858313444156,97.82,1.8906621051335724,0.9114168655584365,1.4739506688489366,8.093427932931718,11.777430246295506,-0.0,100.52152028436079,,,True,0.5519813481278156,0.43223762108351516,0.4655714206508317,2.0,0.6357287709824538,N/A,Mg-hastingsite
76,18,"gl, amph, cpx, ol",14.0,1.4,1400.0,1015,1288.15,"Tiepolo, M., Vannucci, R., Bottazzi, P., Oberti, R., Zanetti, A. and Foley, S. (2000) Partitioning of rare earth elements, Y, Th, U, and Pb between pargasite, kaersutite, and basanite to trachyte melts: Implications for percolated and veined mantle. Geochemistry, Geophysics, Geosystems 1(8) . 10.1029/2000GC000064",50.47,0.75,18.52,11.62,,1.93,3.67,4.17,3.27,,94.4,18,38.6,3.84,15.56,0.01,16.56,9.34,9.71,0.01,2.79,1.36,0.0,0.0,0.6424339258371613,0.231738785232235,0.23049299891434455,0.17314859394782361,0.30521473896882145,0.09003049419964827,0.028876267317798188,0.00014097015661784402,0.04806127812961526,0.00013158743129491245,0.0,0.0,5.727307106837587,2.0659543934591436,2.0548481916458483,1.5436220485461525,2.7209935112467787,0.8026230691192417,0.2574323122999072,0.001256750846084728,0.4284669422411767,0.001173103723381012,0.0,0.0,1.4582142846700903,5.727307106837587,2.2726928931624126,0.0,0.001173103723381012,0.818985808360857,2.0659543934591436,1.2358623832849913,0.001256750846084728,1.5436220485461525,0.4563779514538475,0.34624511766539423,0.2574323122999072,0.44830061808436605,0.4284669422411767,45.18101419163914,97.78000000000002,1.9068956030301183,0.818985808360857,1.2358623832849913,7.335079361475801,9.959801969997176,-0.0,100.42177693450311,,,True,0.6257023127420007,0.5013475775148074,0.4563779514538475,2.0,0.6036774299653014,N/A,Mg-hastingsite
77,25,"gl, amph, cpx, phl",14.0,1.4,1400.0,1030,1303.15,"Tiepolo, M., Vannucci, R., Bottazzi, P., Oberti, R., Zanetti, A. and Foley, S. (2000) Partitioning of rare earth elements, Y, Th, U, and Pb between pargasite, kaersutite, and basanite to trachyte melts: Implications for percolated and veined mantle. Geochemistry, Geophysics, Geosystems 1(8) . 10.1029/2000GC000064",43.35,3.15,13.79,13.14,,3.32,7.02,3.22,2.18,,89.17,25,40.4,4.2,13.41,0.03,12.25,12.64,11.19,0.01,2.36,1.77,0.0,0.0,0.6723919845549563,0.31361651448987693,0.17050357709545416,0.1995399347349275,0.2630417512578339,0.07615482663482792,0.037581612612134406,0.00014097015661784402,0.05256702295426669,0.00039476229388473735,0.0,0.0,5.935596867110459,2.7684761919229426,1.5051346852517211,1.7614555775229621,2.322023210491793,0.6722631452666873,0.3317548501551358,0.0012444259289181884,0.46403982190118903,0.003484797392976766,0.0,0.0,1.4726565828028906,5.935596867110459,2.0644031328895407,0.0,0.003484797392976766,0.3482894636241838,2.7684761919229426,1.1568452216275373,0.0012444259289181884,1.7614555775229621,0.2385444224770379,0.4337187227896494,0.3317548501551358,0.25762007760225236,0.46403982190118903,45.651710536375816,98.26,1.9257816852037801,0.3482894636241838,1.1568452216275373,3.150278230153334,9.415339440249024,-0.0,100.50139935560614,,,True,0.7052864976523889,0.64780726918994,0.2385444224770379,2.0,0.7654735729447852,N/A,Mg-hastingsite
78,27,"liq,amph,phl,ol,cpx",15.0,1.5,1500.0,1100,1373.15,"Dalpé, C. and Baker, D.R. (2000) Experimental investigation of large-ion-lithophile-element-, high-field-strength-element- and rare-earth-element-partitioning between calcic amphibole and basaltic melt: the effects of pressure and oxygen fugacity. Contributions to Mineralogy and Petrology 140(2) 233-250. 10.1007/s004100000181",37.11,4.07,14.34,8.51,0.15,7.67,12.89,1.55,1.21,0.14,87.64,27,40.65,3.56,15.46,,4.98,16.29,11.86,0.0,2.13,1.83,0.0,0.0,0.676552826043539,0.40417824533545055,0.06931492358656015,0.2114873660371975,0.3032532046566825,0.06873295793736588,0.03885556558203727,0.0,0.04455680993266415,0.0,0.0,0.0,5.8718506201270895,3.5078920509336764,0.60158920542239,1.8355140553867804,2.6319563665591366,0.5965382837107807,0.3372302473297062,0.0,0.38671175695770704,0.0,0.0,0.0,1.4978560095548963,5.8718506201270895,2.1281493798729105,0.0,0.0,0.24612223745722162,3.5078920509336764,0.3554669679651684,0.0,1.8355140553867804,0.16448594461321964,0.432052339097561,0.3372302473297062,0.503806986686226,0.38671175695770704,45.75387776254278,96.75999999999999,1.9587347817256338,0.24612223745722162,0.3554669679651684,2.2642689611874305,2.9425818889546425,-0.0,98.9455856318677,,,True,0.907990179989411,0.8536094538715994,0.16448594461321964,2.0,0.7692825864272672,N/A,Pargasite
79,12,"liq,amph,phl,ol,cpx",15.0,1.5,1500.0,1100,1373.15,"Dalpé, C. and Baker, D.R. (2000) Experimental investigation of large-ion-lithophile-element-, high-field-strength-element- and rare-earth-element-partitioning between calcic amphibole and basaltic melt: the effects of pressure and oxygen fugacity. Contributions to Mineralogy and Petrology 140(2) 233-250. 10.1007/s004100000181",36.59,3.86,16.75,8.55,0.13,9.35,12.44,1.62,1.39,0.07,90.74999999999999,12,40.23,3.78,16.18,,5.15,16.27,12.08,0.0,1.86,2.21,0.0,0.0,0.6695626123427201,0.403682016673283,0.07168109567686441,0.21541040318122648,0.31737625170408296,0.06002032946643218,0.046923934391422055,0.0,0.04731032065884002,0.0,0.0,0.0,5.765926773007519,3.476300654802321,0.6172805068007465,1.8550029347385826,2.7330800631392833,0.5168640216997267,0.4040846436387652,0.0,0.40741200225013174,0.0,0.0,0.0,1.5096122970557904,5.765926773007519,2.2340732269924812,0.0,0.0,0.2892878515297497,3.476300654802321,0.32799265527099686,0.0,1.8550029347385826,0.14499706526141742,0.37186695643830925,0.4040846436387652,0.4990068361468021,0.40741200225013174,45.71071214847025,97.75999999999999,1.9741083884575719,0.2892878515297497,0.32799265527099686,2.6822713664386773,2.736457989577959,-0.0,100.00283774447419,,,True,0.9137835522822304,0.8492077028811086,0.14499706526141742,2.0,0.7759516000770744,N/A,Pargasite
80,41,"liq,amph,phl,ol,cpx",15.0,1.5,1500.0,1050,1323.15,"Dalpé, C. and Baker, D.R. (2000) Experimental investigation of large-ion-lithophile-element-, high-field-strength-element- and rare-earth-element-partitioning between calcic amphibole and basaltic melt: the effects of pressure and oxygen fugacity. Contributions to Mineralogy and Petrology 140(2) 233-250. 10.1007/s004100000181",34.18,4.46,14.75,8.35,0.1,10.24,11.34,1.56,1.26,0.04,86.28000000000002,41,40.9,1.79,15.93,,4.67,17.27,12.23,0.0,1.8,2.77,0.0,0.0,0.6807136675321216,0.4284934497816594,0.06500013918659354,0.2180852012339735,0.31247241592373554,0.05808418980622469,0.058814162110515426,0.0,0.022403564544794613,0.0,0.0,0.0,5.8640089964102655,3.691257520261192,0.5599438047718026,1.8786953208334358,2.6917941353371915,0.5003663475830393,0.5066546951859457,0.0,0.19299554321954956,0.0,0.0,0.0,1.5090832369689045,5.8640089964102655,2.1359910035897345,0.0,0.0,0.42978510096732236,3.691257520261192,0.13015870380448025,0.0,1.8786953208334358,0.12130467916656418,0.37906166841647515,0.5066546951859457,0.555803131747457,0.19299554321954956,45.57021489903268,97.36,1.9734165406516444,0.42978510096732236,0.13015870380448025,3.983562574545036,1.085539551624542,-0.0,99.7325186668212,,,True,0.9659396683918398,0.868285747495749,0.12130467916656418,2.0,0.8857163636024209,N/A,Pargasite
81,43,"liq,amph,phl,ol,cpx",25.0,2.5,2500.0,1075,1348.15,"Dalpé, C. and Baker, D.R. (2000) Experimental investigation of large-ion-lithophile-element-, high-field-strength-element- and rare-earth-element-partitioning between calcic amphibole and basaltic melt: the effects of pressure and oxygen fugacity. Contributions to Mineralogy and Petrology 140(2) 233-250. 10.1007/s004100000181",37.98,4.81,15.36,8.54,0.14,8.67,12.63,1.45,1.4,0.05,91.03,43,40.23,3.19,15.41,,5.79,16.4,12.5,0.0,1.86,2.38,0.0,0.0,0.6695626123427201,0.40690750297737194,0.08058903766389221,0.22289983772891814,0.302272437500613,0.06002032946643218,0.05053346780614682,0.0,0.03992590552955018,0.0,0.0,0.0,5.80574983523259,3.528278199554801,0.6987842264693355,1.9327553126661787,2.6209918562720924,0.5204338048253824,0.4381736180918916,0.0,0.34619588247118194,0.0,0.0,0.0,1.4992574960141474,5.80574983523259,2.1942501647674097,0.0,0.0,0.2509986600707279,3.528278199554801,0.44778556639860756,0.0,1.9327553126661787,0.06724468733382127,0.4531891174915611,0.4381736180918916,0.42674169150468266,0.34619588247118194,45.74900133992927,97.76,1.9605674947877314,0.2509986600707279,0.44778556639860756,2.3112915124886055,3.710270397126246,-0.0,99.95212940440258,,,True,0.8873796818267993,0.8346879804359565,0.06724468733382127,2.0,0.8913627355834527,N/A,Pargasite
82,955(HM),"gl, amp, cpx, mag",20.0,2.0,2000.0,1050,1323.15,"Green, T.H. and Pearson, N.J. (1985) Experimental determination of REE partition coefficients between amphibole and basaltic to andesitic liquids at high pressure. Geochimica et Cosmochimica Acta 49 1465-1468. ",52.64,1.65,17.39,2.0,0.05,0.8,3.16,2.86,2.68,0.1,83.33,955(HM),40.22,3.56,15.27,,9.72,12.76,10.59,0.12,2.36,2.0,0.0,0.0,0.6693961786831768,0.31659388646288206,0.13528936892798485,0.18884074252393943,0.2995262894636184,0.07615482663482792,0.04246509899676204,0.0016916418794141281,0.04455680993266415,0.0,0.0,0.0,5.93171708932067,2.805431860099027,1.1988390242265732,1.6733735495664064,2.654190846155195,0.6748303933743601,0.37629577437131834,0.014990137925302592,0.39483104227323135,0.0,0.0,0.0,1.4670541753497406,5.93171708932067,2.06828291067933,0.0,0.0,0.2948396237785147,2.805431860099027,0.9039994004480585,0.014990137925302592,1.6733735495664064,0.3266264504335936,0.3482039429407665,0.37629577437131834,0.585907935475865,0.39483104227323135,45.705160376221485,96.60000000000001,1.9184554600727377,0.2948396237785147,0.9039994004480585,2.6566790599232197,7.329486273625393,-0.0,98.78462079362136,,,True,0.7562970339785372,0.700609909055021,0.3266264504335936,2.0,0.7244997173120848,N/A,Pargasite
83,7,"gl, amph, cpx",14.0,1.4,1400.0,950,1223.15,"Tiepolo, M., Vannucci, R., Bottazzi, P., Oberti, R., Zanetti, A. and Foley, S. (2000) Partitioning of rare earth elements, Y, Th, U, and Pb between pargasite, kaersutite, and basanite to trachyte melts: Implications for percolated and veined mantle. Geochemistry, Geophysics, Geosystems 1(8) . 10.1029/2000GC000064",51.88,1.27,17.09,11.36,,1.02,4.33,2.78,3.53,,93.26,7,38.71,3.66,15.4,,19.72,6.35,9.95,0.01,2.55,1.66,0.0,0.0,0.6442646960921377,0.15755260023818973,0.2744759624752944,0.17742827083221882,0.30207628406939907,0.0822859355588183,0.035246032167312494,0.00014097015661784402,0.04580840571728955,0.0,0.0,0.0,5.880312996582594,1.4380092661378954,2.505188595903085,1.6194178778758712,2.7571014055977856,0.7510376701337648,0.32169650500572433,0.0012866584947433504,0.4181010772838984,0.0,0.0,0.0,1.424318918748928,5.880312996582594,2.119687003417406,0.0,0.0,0.33450051577799655,1.4380092661378954,2.1706880801250885,0.0012866584947433504,1.6194178778758712,0.3805821221241288,0.370455548009636,0.32169650500572433,0.6374144021803798,0.4181010772838984,45.665499484222,98.01,1.862570893748598,0.33450051577799655,2.1706880801250885,2.9262479819237392,17.086924716993533,-0.0,100.16574359266588,,Low Mg# (<54),False,0.3984843083687907,0.364680981388438,0.3805821221241288,2.0,0.6921520530153603,N/A,low-Mg
